problem,topic,subtopic,numAuthors,mixMethod,docLengthChars,docLengthToken,paragraphSplitMode,avgAuthorSectionLengthChars,avgAuthorSectionLengthTokens,borderPosChars
problem-801.txt,islam,prophet-muhammad,1,A1,1974,377,WITHIN_PAR,1974,377,[]
problem-802.txt,islam,prophet-muhammad,3,A1-A2-A3-A1,6023,1045,WITHIN_PAR,1505.75,261.25,"[1438, 3261, 4360]"
problem-803.txt,islam,prophet-muhammad,1,A1,4557,775,END_OF_PAR,4557,775,[]
problem-804.txt,islam,prophet-muhammad,1,A1,4617,813,END_OF_PAR,4617,813,[]
problem-805.txt,islam,prophet-muhammad,2,A1-A2,4929,868,WITHIN_PAR,2464.5,434,[1818]
problem-806.txt,islam,prophet-muhammad,1,A1,4297,764,RANDOM,4297,764,[]
problem-807.txt,islam,prophet-muhammad,1,A1,4871,845,END_OF_PAR,4871,845,[]
problem-808.txt,islam,prophet-muhammad,2,A1-A2-A1,6709,1123,RANDOM,2236.333333,374.3333333,"[2403, 3447]"
problem-809.txt,islam,prophet-muhammad,1,A1,2600,451,END_OF_PAR,2600,451,[]
problem-810.txt,islam,prophet-muhammad,1,A1,6108,980,RANDOM,6108,980,[]
problem-811.txt,islam,halal-haram,1,A1,3573,601,END_OF_PAR,3573,601,[]
problem-812.txt,islam,halal-haram,1,A1,2573,452,RANDOM,2573,452,[]
problem-813.txt,islam,halal-haram,3,A1-A2-A3,3249,566,WITHIN_PAR,1083,188.6666667,"[1133, 2136]"
problem-814.txt,islam,halal-haram,1,A1,2408,458,RANDOM,2408,458,[]
problem-815.txt,islam,halal-haram,3,A1-A2-A3,4114,709,RANDOM,1371.333333,236.3333333,"[1121, 2362]"
problem-816.txt,islam,halal-haram,1,A1,1999,382,WITHIN_PAR,1999,382,[]
problem-817.txt,islam,halal-haram,2,A1-A2,2396,408,END_OF_PAR,1198,204,[1327]
problem-818.txt,islam,halal-haram,1,A1,3518,639,RANDOM,3518,639,[]
problem-819.txt,islam,halal-haram,1,A1,2834,503,END_OF_PAR,2834,503,[]
problem-820.txt,islam,halal-haram,2,A1-A2-A1-A2,5271,911,END_OF_PAR,1317.75,227.75,"[1010, 2179, 3511]"
problem-821.txt,islam,halal-haram,1,A1,4250,732,RANDOM,4250,732,[]
problem-822.txt,islam,halal-haram,2,A1-A2,1931,331,RANDOM,965.5,165.5,[979]
problem-823.txt,islam,halal-haram,2,A1-A2-A1,4975,857,WITHIN_PAR,1658.333333,285.6666667,"[1194, 3555]"
problem-824.txt,islam,halal-haram,2,A1-A2,3430,594,END_OF_PAR,1715,297,[1172]
problem-825.txt,islam,halal-haram,1,A1,4926,907,RANDOM,4926,907,[]
problem-826.txt,islam,halal-haram,1,A1,2335,404,END_OF_PAR,2335,404,[]
problem-827.txt,islam,halal-haram,3,A1-A2-A3,5992,1036,END_OF_PAR,1997.333333,345.3333333,"[1310, 4352]"
problem-828.txt,islam,halal-haram,3,A1-A2-A3,5399,949,RANDOM,1799.666667,316.3333333,"[1960, 3851]"
problem-829.txt,islam,halal-haram,3,A1-A2-A3,4415,762,END_OF_PAR,1471.666667,254,"[1599, 2633]"
problem-830.txt,islam,halal-haram,1,A1,3082,537,RANDOM,3082,537,[]
problem-831.txt,islam,halal-haram,2,A1-A2-A1-A2,5114,891,WITHIN_PAR,1278.5,222.75,"[1009, 2526, 3571]"
problem-832.txt,islam,halal-haram,1,A1,2677,457,END_OF_PAR,2677,457,[]
problem-833.txt,islam,hadith,1,A1,5167,957,RANDOM,5167,957,[]
problem-834.txt,islam,hadith,1,A1,1777,322,WITHIN_PAR,1777,322,[]
problem-835.txt,islam,hadith,1,A1,2723,450,WITHIN_PAR,2723,450,[]
problem-836.txt,islam,hadith,1,A1,5210,900,END_OF_PAR,5210,900,[]
problem-837.txt,islam,hadith,1,A1,2551,443,WITHIN_PAR,2551,443,[]
problem-838.txt,islam,hadith,1,A1,4124,730,RANDOM,4124,730,[]
problem-839.txt,islam,hadith,2,A1-A2-A1,3604,631,WITHIN_PAR,1201.333333,210.3333333,"[927, 2192]"
problem-840.txt,islam,hadith,1,A1,4265,769,END_OF_PAR,4265,769,[]
problem-841.txt,islam,hadith,3,A1-A2-A3,3017,515,RANDOM,1005.666667,171.6666667,"[941, 2046]"
problem-842.txt,islam,hadith,1,A1,3017,506,RANDOM,3017,506,[]
problem-843.txt,islam,hadith,2,A1-A2,2265,404,RANDOM,1132.5,202,[1087]
problem-844.txt,islam,hadith,3,A1-A2-A3,5646,980,END_OF_PAR,1882,326.6666667,"[1771, 4034]"
problem-845.txt,islam,hadith,3,A1-A2-A3,5069,850,RANDOM,1689.666667,283.3333333,"[2482, 3457]"
problem-846.txt,islam,hadith,3,A1-A2-A3,4511,759,WITHIN_PAR,1503.666667,253,"[1084, 3133]"
problem-847.txt,islam,hadith,2,A1-A2-A1-A2,4091,701,END_OF_PAR,1022.75,175.25,"[1282, 2196, 3195]"
problem-848.txt,islam,hadith,1,A1,3190,538,RANDOM,3190,538,[]
problem-849.txt,islam,hadith,2,A1-A2,6382,1094,WITHIN_PAR,3191,547,[2977]
problem-850.txt,islam,hadith,3,A1-A2-A1-A3,5171,893,END_OF_PAR,1292.75,223.25,"[1078, 3173, 4283]"
problem-851.txt,islam,tafseer,1,A1,1995,363,RANDOM,1995,363,[]
problem-852.txt,islam,tafseer,2,A1-A2-A1,4076,728,END_OF_PAR,1358.666667,242.6666667,"[950, 3090]"
problem-853.txt,islam,tafseer,2,A1-A2,5111,860,END_OF_PAR,2555.5,430,[2385]
problem-854.txt,islam,tafseer,3,A1-A2-A3-A1,6910,1084,RANDOM,1727.5,271,"[2033, 3931, 5095]"
problem-855.txt,islam,tafseer,2,A1-A2,3179,560,RANDOM,1589.5,280,[1223]
problem-856.txt,islam,tafseer,1,A1,5540,973,END_OF_PAR,5540,973,[]
problem-857.txt,islam,tafseer,2,A1-A2,4589,823,WITHIN_PAR,2294.5,411.5,[3308]
problem-858.txt,islam,tafseer,1,A1,4028,712,END_OF_PAR,4028,712,[]
problem-859.txt,islam,tafseer,1,A1,2884,508,END_OF_PAR,2884,508,[]
problem-860.txt,islam,tafseer,1,A1,5496,991,WITHIN_PAR,5496,991,[]
problem-861.txt,islam,tafseer,2,A1-A2,5218,851,RANDOM,2609,425.5,[2400]
problem-862.txt,islam,tafseer,1,A1,4684,834,RANDOM,4684,834,[]
problem-863.txt,islam,tafseer,1,A1,2984,496,END_OF_PAR,2984,496,[]
problem-864.txt,islam,tafseer,2,A1-A2-A1,6081,1074,RANDOM,2027,358,"[1557, 4701]"
problem-865.txt,meta,comments,1,A1,5810,1031,END_OF_PAR,5810,1031,[]
problem-866.txt,meta,comments,1,A1,2725,440,RANDOM,2725,440,[]
problem-867.txt,meta,comments,3,A1-A2-A3,5846,1045,RANDOM,1948.666667,348.3333333,"[1661, 4550]"
problem-868.txt,meta,comments,2,A1-A2-A1-A2,5512,960,END_OF_PAR,1378,240,"[1225, 2372, 3668]"
problem-869.txt,meta,comments,1,A1,3641,618,WITHIN_PAR,3641,618,[]
problem-870.txt,meta,comments,2,A1-A2-A1,3261,574,END_OF_PAR,1087,191.3333333,"[920, 2224]"
problem-871.txt,meta,comments,1,A1,3253,550,END_OF_PAR,3253,550,[]
problem-872.txt,meta,comments,1,A1,4117,728,WITHIN_PAR,4117,728,[]
problem-873.txt,meta,comments,1,A1,2238,377,RANDOM,2238,377,[]
problem-874.txt,meta,comments,3,A1-A2-A3,5505,989,RANDOM,1835,329.6666667,"[3467, 4561]"
problem-875.txt,meta,comments,3,A1-A2-A3,5620,997,END_OF_PAR,1873.333333,332.3333333,"[1216, 3273]"
problem-876.txt,meta,comments,2,A1-A2-A1,3177,573,WITHIN_PAR,1059,191,"[1018, 2100]"
problem-877.txt,meta,reputation,3,A1-A2-A3,4505,807,RANDOM,1501.666667,269,"[1322, 3127]"
problem-878.txt,meta,reputation,1,A1,5091,902,WITHIN_PAR,5091,902,[]
problem-879.txt,meta,reputation,2,A1-A2,3918,694,WITHIN_PAR,1959,347,[1676]
problem-880.txt,meta,reputation,3,A1-A2-A3,3853,681,RANDOM,1284.333333,227,"[1844, 2915]"
problem-881.txt,meta,reputation,1,A1,2760,487,END_OF_PAR,2760,487,[]
problem-882.txt,meta,reputation,1,A1,4544,810,WITHIN_PAR,4544,810,[]
problem-883.txt,meta,status-completed,2,A1-A2-A1,5369,874,END_OF_PAR,1789.666667,291.3333333,"[1384, 2701]"
problem-884.txt,meta,status-completed,1,A1,5410,972,WITHIN_PAR,5410,972,[]
problem-885.txt,meta,status-completed,2,A1-A2,4821,836,RANDOM,2410.5,418,[3232]
problem-886.txt,meta,status-completed,3,A1-A2-A3,3541,640,WITHIN_PAR,1180.333333,213.3333333,"[1676, 2616]"
problem-887.txt,meta,status-completed,1,A1,3504,640,END_OF_PAR,3504,640,[]
problem-888.txt,meta,status-completed,1,A1,4326,760,WITHIN_PAR,4326,760,[]
problem-889.txt,meta,status-completed,3,A1-A2-A3,6801,1220,RANDOM,2267,406.6666667,"[2784, 4682]"
problem-890.txt,meta,status-completed,2,A1-A2,1988,364,END_OF_PAR,994,182,[1059]
problem-891.txt,meta,status-completed,3,A1-A2-A3,4589,799,END_OF_PAR,1529.666667,266.3333333,"[1243, 3441]"
problem-892.txt,meta,status-completed,3,A1-A2-A3,4723,858,RANDOM,1574.333333,286,"[2063, 3010]"
problem-893.txt,meta,status-completed,3,A1-A2-A3,3147,540,WITHIN_PAR,1049,180,"[1080, 2086]"
problem-894.txt,meta,status-completed,1,A1,4131,725,END_OF_PAR,4131,725,[]
problem-895.txt,meta,status-completed,2,A1-A2,3931,673,WITHIN_PAR,1965.5,336.5,[1533]
problem-896.txt,meta,status-completed,3,A1-A2-A3,5290,966,WITHIN_PAR,1763.333333,322,"[3128, 4299]"
problem-897.txt,meta,status-completed,1,A1,5051,877,END_OF_PAR,5051,877,[]
problem-898.txt,meta,status-completed,3,A1-A2-A1-A3,7301,1218,WITHIN_PAR,1825.25,304.5,"[1669, 4211, 5824]"
problem-899.txt,meta,status-completed,1,A1,3479,615,END_OF_PAR,3479,615,[]
problem-900.txt,meta,status-completed,1,A1,4501,820,END_OF_PAR,4501,820,[]
problem-901.txt,meta,status-completed,1,A1,2292,401,END_OF_PAR,2292,401,[]
problem-902.txt,meta,status-completed,1,A1,4828,871,RANDOM,4828,871,[]
problem-903.txt,meta,status-completed,1,A1,2948,522,RANDOM,2948,522,[]
problem-904.txt,meta,status-completed,1,A1,3952,704,END_OF_PAR,3952,704,[]
problem-905.txt,meta,status-completed,1,A1,2447,442,WITHIN_PAR,2447,442,[]
problem-906.txt,meta,status-completed,1,A1,5285,952,RANDOM,5285,952,[]
problem-907.txt,meta,status-completed,3,A1-A2-A3,4011,706,END_OF_PAR,1337,235.3333333,"[1920, 2852]"
problem-908.txt,meta,status-completed,2,A1-A2,4346,770,WITHIN_PAR,2173,385,[1663]
problem-909.txt,meta,bug,1,A1,1798,330,END_OF_PAR,1798,330,[]
problem-910.txt,meta,bug,3,A1-A2-A3,4506,813,WITHIN_PAR,1502,271,"[2136, 3297]"
problem-911.txt,meta,bug,1,A1,4068,710,RANDOM,4068,710,[]
problem-912.txt,meta,bug,2,A1-A2-A1-A2,5228,931,RANDOM,1307,232.75,"[2077, 3018, 3943]"
problem-913.txt,meta,bug,3,A1-A2-A3,5113,888,WITHIN_PAR,1704.333333,296,"[3195, 4162]"
problem-914.txt,meta,bug,1,A1,2282,389,RANDOM,2282,389,[]
problem-915.txt,meta,bug,1,A1,1895,339,END_OF_PAR,1895,339,[]
problem-916.txt,meta,bug,1,A1,1810,325,WITHIN_PAR,1810,325,[]
problem-917.txt,meta,bug,1,A1,2412,427,WITHIN_PAR,2412,427,[]
problem-918.txt,meta,bug,2,A1-A2-A1-A2,5949,1070,RANDOM,1487.25,267.5,"[1651, 3244, 4970]"
problem-919.txt,meta,bug,3,A1-A2-A3,4575,798,WITHIN_PAR,1525,266,"[962, 2650]"
problem-920.txt,meta,bug,3,A1-A2-A3,4837,804,RANDOM,1612.333333,268,"[1404, 2573]"
problem-921.txt,meta,tags,1,A1,1979,347,RANDOM,1979,347,[]
problem-922.txt,meta,tags,2,A1-A2-A1,5177,893,RANDOM,1725.666667,297.6666667,"[1499, 2986]"
problem-923.txt,meta,tags,2,A1-A2,2817,533,WITHIN_PAR,1408.5,266.5,[1300]
problem-924.txt,meta,tags,2,A1-A2,3614,645,END_OF_PAR,1807,322.5,[1125]
problem-925.txt,meta,tags,1,A1,3268,549,END_OF_PAR,3268,549,[]
problem-926.txt,meta,tags,1,A1,1797,325,RANDOM,1797,325,[]
problem-927.txt,meta,stackoverflow,1,A1,3691,654,WITHIN_PAR,3691,654,[]
problem-928.txt,meta,stackoverflow,1,A1,2491,428,RANDOM,2491,428,[]
problem-929.txt,meta,stackoverflow,1,A1,3438,611,WITHIN_PAR,3438,611,[]
problem-930.txt,meta,stackoverflow,2,A1-A2,2529,428,RANDOM,1264.5,214,[1455]
problem-931.txt,meta,stackoverflow,1,A1,5048,900,END_OF_PAR,5048,900,[]
problem-932.txt,meta,stackoverflow,2,A1-A2-A1,4030,702,RANDOM,1343.333333,234,"[1068, 2748]"
problem-933.txt,meta,stackoverflow,2,A1-A2-A1,4239,747,RANDOM,1413,249,"[1076, 2936]"
problem-934.txt,meta,stackoverflow,2,A1-A2-A1,4698,876,WITHIN_PAR,1566,292,"[935, 3920]"
problem-935.txt,meta,stackoverflow,1,A1,2032,365,END_OF_PAR,2032,365,[]
problem-936.txt,meta,stackoverflow,2,A1-A2-A1-A2,5575,980,WITHIN_PAR,1393.75,245,"[1150, 2361, 3672]"
problem-937.txt,meta,support,2,A1-A2,2976,523,END_OF_PAR,1488,261.5,[1225]
problem-938.txt,meta,support,1,A1,3961,690,WITHIN_PAR,3961,690,[]
problem-939.txt,meta,support,1,A1,3339,581,END_OF_PAR,3339,581,[]
problem-940.txt,meta,support,2,A1-A2-A1,3930,697,WITHIN_PAR,1310,232.3333333,"[1347, 2819]"
problem-941.txt,meta,support,1,A1,2045,385,WITHIN_PAR,2045,385,[]
problem-942.txt,meta,support,1,A1,3415,620,WITHIN_PAR,3415,620,[]
problem-943.txt,meta,support,1,A1,2012,349,WITHIN_PAR,2012,349,[]
problem-944.txt,meta,support,3,A1-A2-A3,5104,908,WITHIN_PAR,1701.333333,302.6666667,"[1239, 2712]"
problem-945.txt,meta,support,2,A1-A2,2426,430,WITHIN_PAR,1213,215,[923]
problem-946.txt,meta,support,1,A1,5493,982,RANDOM,5493,982,[]
problem-947.txt,meta,support,2,A1-A2-A1,5195,916,WITHIN_PAR,1731.666667,305.3333333,"[1564, 3844]"
problem-948.txt,meta,support,1,A1,3829,691,WITHIN_PAR,3829,691,[]
problem-949.txt,meta,support,1,A1,2781,482,RANDOM,2781,482,[]
problem-950.txt,meta,support,1,A1,2586,432,WITHIN_PAR,2586,432,[]
problem-951.txt,meta,support,1,A1,3295,586,RANDOM,3295,586,[]
problem-952.txt,meta,support,2,A1-A2-A1,4389,787,WITHIN_PAR,1463,262.3333333,"[1262, 2699]"
problem-953.txt,meta,support,2,A1-A2,3101,526,END_OF_PAR,1550.5,263,[1604]
problem-954.txt,meta,support,3,A1-A2-A3,6012,1023,RANDOM,2004,341,"[1072, 3833]"
problem-955.txt,meta,support,1,A1,6373,883,END_OF_PAR,6373,883,[]
problem-956.txt,meta,support,2,A1-A2-A1-A2,5726,966,RANDOM,1431.5,241.5,"[1606, 2833, 4451]"
problem-957.txt,meta,support,2,A1-A2-A1-A2,5881,1015,END_OF_PAR,1470.25,253.75,"[1082, 3496, 4432]"
problem-958.txt,meta,support,3,A1-A2-A3,3072,558,RANDOM,1024,186,"[1229, 2109]"
problem-959.txt,meta,review,1,A1,2569,456,END_OF_PAR,2569,456,[]
problem-960.txt,meta,review,1,A1,4575,823,WITHIN_PAR,4575,823,[]
problem-961.txt,meta,review,2,A1-A2-A1-A2,4262,790,RANDOM,1065.5,197.5,"[1144, 2219, 3149]"
problem-962.txt,meta,review,2,A1-A2-A1,3772,662,RANDOM,1257.333333,220.6666667,"[974, 2357]"
problem-963.txt,meta,review,3,A1-A2-A3,3209,578,RANDOM,1069.666667,192.6666667,"[1105, 2195]"
problem-964.txt,meta,review,1,A1,2525,458,END_OF_PAR,2525,458,[]
problem-965.txt,meta,review,2,A1-A2-A1-A2,4075,736,RANDOM,1018.75,184,"[876, 2043, 3015]"
problem-966.txt,meta,review,1,A1,6348,1115,WITHIN_PAR,6348,1115,[]
problem-967.txt,meta,review,1,A1,5619,1025,RANDOM,5619,1025,[]
problem-968.txt,meta,review,2,A1-A2-A1,5917,1032,RANDOM,1972.333333,344,"[2272, 4177]"
problem-969.txt,meta,discussion,3,A1-A2-A3,3898,701,END_OF_PAR,1299.333333,233.6666667,"[1679, 2773]"
problem-970.txt,meta,discussion,1,A1,3722,667,WITHIN_PAR,3722,667,[]
problem-971.txt,meta,discussion,1,A1,4625,773,END_OF_PAR,4625,773,[]
problem-972.txt,meta,discussion,2,A1-A2-A1,6067,1022,RANDOM,2022.333333,340.6666667,"[1317, 4807]"
problem-973.txt,meta,discussion,3,A2-A1-A3-A1,5709,998,END_OF_PAR,1427.25,249.5,"[2029, 3162, 4351]"
problem-974.txt,meta,discussion,1,A1,1989,332,RANDOM,1989,332,[]
problem-975.txt,meta,discussion,2,A1-A2-A1,5414,960,RANDOM,1804.666667,320,"[989, 3210]"
problem-976.txt,meta,discussion,3,A1-A2-A3,4724,805,WITHIN_PAR,1574.666667,268.3333333,"[2177, 3399]"
problem-977.txt,meta,discussion,3,A1-A2-A3,5804,1038,END_OF_PAR,1934.666667,346,"[2755, 4602]"
problem-978.txt,meta,discussion,2,A1-A2-A1-A2,4884,820,END_OF_PAR,1221,205,"[1067, 2054, 3411]"
problem-979.txt,meta,discussion,1,A1,2134,382,RANDOM,2134,382,[]
problem-980.txt,meta,discussion,2,A1-A2-A1,3691,622,END_OF_PAR,1230.333333,207.3333333,"[1146, 2740]"
problem-981.txt,meta,discussion,1,A1,4605,808,END_OF_PAR,4605,808,[]
problem-982.txt,meta,discussion,1,A1,2956,533,END_OF_PAR,2956,533,[]
problem-983.txt,meta,discussion,2,A1-A2-A1-A2,5461,948,WITHIN_PAR,1365.25,237,"[1300, 3076, 4457]"
problem-984.txt,meta,discussion,1,A1,4550,787,RANDOM,4550,787,[]
problem-985.txt,meta,discussion,1,A1,3571,633,WITHIN_PAR,3571,633,[]
problem-986.txt,meta,discussion,1,A1,6167,1063,WITHIN_PAR,6167,1063,[]
problem-987.txt,meta,discussion,3,A1-A2-A3,3192,556,RANDOM,1064,185.3333333,"[1410, 2250]"
problem-988.txt,meta,discussion,1,A1,2817,491,END_OF_PAR,2817,491,[]
problem-989.txt,meta,discussion,1,A1,4489,804,RANDOM,4489,804,[]
problem-990.txt,meta,discussion,1,A1,3219,577,RANDOM,3219,577,[]
problem-991.txt,meta,discussion,2,A1-A2,3182,562,END_OF_PAR,1591,281,[1680]
problem-992.txt,meta,discussion,2,A1-A2-A1-A2,4432,785,RANDOM,1108,196.25,"[902, 2064, 3224]"
problem-993.txt,meta,discussion,2,A1-A2-A1,3293,569,RANDOM,1097.666667,189.6666667,"[1081, 2235]"
problem-994.txt,meta,discussion,1,A1,3662,631,END_OF_PAR,3662,631,[]
problem-995.txt,meta,discussion,2,A1-A2,5826,1007,RANDOM,2913,503.5,[1653]
problem-996.txt,meta,discussion,1,A1,4257,762,WITHIN_PAR,4257,762,[]
problem-997.txt,meta,discussion,2,A1-A2-A1,6219,1125,WITHIN_PAR,2073,375,"[3620, 5058]"
problem-998.txt,meta,discussion,2,A1-A2,5242,920,RANDOM,2621,460,[3736]
problem-999.txt,meta,discussion,3,A1-A2-A3,4207,755,END_OF_PAR,1402.333333,251.6666667,"[1058, 2595]"
problem-1000.txt,meta,discussion,3,A1-A2-A3-A1,5171,902,WITHIN_PAR,1292.75,225.5,"[909, 3045, 4196]"
problem-1001.txt,meta,discussion,2,A1-A2-A1,5808,1029,WITHIN_PAR,1936,343,"[2197, 3464]"
problem-1002.txt,meta,discussion,1,A1,3722,666,END_OF_PAR,3722,666,[]
problem-1003.txt,meta,discussion,1,A1,3773,679,END_OF_PAR,3773,679,[]
problem-1004.txt,meta,discussion,1,A1,4033,714,END_OF_PAR,4033,714,[]
problem-1005.txt,meta,discussion,3,A1-A2-A3,5455,990,RANDOM,1818.333333,330,"[1053, 3315]"
problem-1006.txt,meta,discussion,3,A1-A2-A3,5715,1006,END_OF_PAR,1905,335.3333333,"[2396, 3467]"
problem-1007.txt,meta,discussion,1,A1,3704,639,RANDOM,3704,639,[]
problem-1008.txt,meta,discussion,1,A1,2368,421,WITHIN_PAR,2368,421,[]
problem-1009.txt,meta,discussion,2,A1-A2-A1-A2,4003,705,WITHIN_PAR,1000.75,176.25,"[1070, 2081, 3074]"
problem-1010.txt,meta,discussion,2,A1-A2-A1-A2,4669,803,END_OF_PAR,1167.25,200.75,"[1030, 2304, 3234]"
problem-1011.txt,meta,discussion,1,A1,4839,875,RANDOM,4839,875,[]
problem-1012.txt,meta,discussion,3,A1-A2-A3,5022,861,WITHIN_PAR,1674,287,"[3028, 4022]"
problem-1013.txt,meta,discussion,1,A1,4174,726,RANDOM,4174,726,[]
problem-1014.txt,meta,discussion,2,A1-A2-A1-A2,5551,988,END_OF_PAR,1387.75,247,"[1681, 3208, 4167]"
problem-1015.txt,meta,discussion,1,A1,3756,650,WITHIN_PAR,3756,650,[]
problem-1016.txt,meta,discussion,1,A1,3844,659,RANDOM,3844,659,[]
problem-1017.txt,meta,discussion,1,A1,4309,746,WITHIN_PAR,4309,746,[]
problem-1018.txt,meta,discussion,1,A1,2516,435,END_OF_PAR,2516,435,[]
problem-1019.txt,meta,feature-request,3,A1-A2-A3,3560,630,END_OF_PAR,1186.666667,210,"[1207, 2358]"
problem-1020.txt,meta,feature-request,1,A1,5232,945,WITHIN_PAR,5232,945,[]
problem-1021.txt,meta,feature-request,1,A1,5045,885,WITHIN_PAR,5045,885,[]
problem-1022.txt,meta,feature-request,1,A1,3717,662,RANDOM,3717,662,[]
problem-1023.txt,meta,feature-request,3,A1-A2-A3,3239,572,END_OF_PAR,1079.666667,190.6666667,"[1092, 2075]"
problem-1024.txt,meta,feature-request,1,A1,3881,694,WITHIN_PAR,3881,694,[]
problem-1025.txt,meta,feature-request,2,A1-A2-A1-A2,4111,712,END_OF_PAR,1027.75,178,"[1032, 1946, 2969]"
problem-1026.txt,meta,feature-request,2,A1-A2-A1-A2,5663,1022,RANDOM,1415.75,255.5,"[1082, 2002, 2910]"
problem-1027.txt,meta,feature-request,3,A1-A2-A3,3477,608,WITHIN_PAR,1159,202.6666667,"[1264, 2218]"
problem-1028.txt,meta,feature-request,2,A1-A2-A1,3472,610,END_OF_PAR,1157.333333,203.3333333,"[1034, 2215]"
problem-1029.txt,meta,feature-request,2,A1-A2-A1,3628,657,END_OF_PAR,1209.333333,219,"[1033, 2524]"
problem-1030.txt,meta,feature-request,1,A1,4624,832,RANDOM,4624,832,[]
problem-1031.txt,meta,feature-request,1,A1,4505,795,WITHIN_PAR,4505,795,[]
problem-1032.txt,meta,feature-request,1,A1,3356,595,WITHIN_PAR,3356,595,[]
problem-1033.txt,meta,feature-request,1,A1,4783,863,RANDOM,4783,863,[]
problem-1034.txt,meta,feature-request,3,A1-A2-A3,4810,860,WITHIN_PAR,1603.333333,286.6666667,"[1022, 3198]"
problem-1035.txt,meta,feature-request,2,A1-A2,4374,777,RANDOM,2187,388.5,[1188]
problem-1036.txt,meta,feature-request,1,A1,2045,321,WITHIN_PAR,2045,321,[]
problem-1037.txt,meta,feature-request,1,A1,3242,573,END_OF_PAR,3242,573,[]
problem-1038.txt,meta,feature-request,1,A1,1863,332,RANDOM,1863,332,[]
problem-1039.txt,meta,feature-request,1,A1,2821,485,END_OF_PAR,2821,485,[]
problem-1040.txt,meta,feature-request,1,A1,4139,694,RANDOM,4139,694,[]
problem-1041.txt,meta,feature-request,3,A1-A2-A3,3214,593,WITHIN_PAR,1071.333333,197.6666667,"[1374, 2261]"
problem-1042.txt,meta,feature-request,1,A1,3403,595,WITHIN_PAR,3403,595,[]
problem-1043.txt,meta,feature-request,2,A1-A2-A1,4725,815,RANDOM,1575,271.6666667,"[1308, 3544]"
problem-1044.txt,meta,feature-request,3,A1-A2-A3,4932,853,END_OF_PAR,1644,284.3333333,"[2183, 3849]"
problem-1045.txt,meta,feature-request,1,A1,4859,847,RANDOM,4859,847,[]
problem-1046.txt,meta,feature-request,3,A1-A2-A3,5090,898,END_OF_PAR,1696.666667,299.3333333,"[1900, 4039]"
problem-1047.txt,meta,feature-request,1,A1,4181,748,WITHIN_PAR,4181,748,[]
problem-1048.txt,meta,feature-request,3,A1-A2-A3,6051,1052,WITHIN_PAR,2017,350.6666667,"[1391, 3916]"
problem-1049.txt,meta,feature-request,1,A1,3696,647,END_OF_PAR,3696,647,[]
problem-1050.txt,meta,feature-request,1,A1,3170,558,END_OF_PAR,3170,558,[]
problem-1051.txt,meta,feature-request,2,A1-A2,3532,634,END_OF_PAR,1766,317,[1876]
problem-1052.txt,meta,feature-request,2,A1-A2,3659,640,END_OF_PAR,1829.5,320,[1655]
problem-1053.txt,meta,feature-request,1,A1,5207,922,END_OF_PAR,5207,922,[]
problem-1054.txt,meta,feature-request,2,A1-A2,5878,1044,RANDOM,2939,522,[2005]
problem-1055.txt,meta,feature-request,1,A1,3676,638,RANDOM,3676,638,[]
problem-1056.txt,meta,feature-request,1,A1,4167,754,WITHIN_PAR,4167,754,[]
problem-1057.txt,meta,feature-request,3,A1-A2-A1-A3,5071,916,END_OF_PAR,1267.75,229,"[932, 2939, 3807]"
problem-1058.txt,meta,feature-request,3,A1-A2-A3,3182,567,END_OF_PAR,1060.666667,189,"[866, 1919]"
problem-1059.txt,meta,feature-request,2,A1-A2,2856,522,WITHIN_PAR,1428,261,[1034]
problem-1060.txt,meta,feature-request,3,A1-A2-A3,2771,503,WITHIN_PAR,923.6666667,167.6666667,"[955, 1848]"
problem-1061.txt,sports,statistics,3,A2-A1-A3-A1,5042,899,RANDOM,1260.5,224.75,"[1861, 2950, 3950]"
problem-1062.txt,sports,statistics,2,A1-A2-A1,4139,729,WITHIN_PAR,1379.666667,243,"[1209, 2849]"
problem-1063.txt,sports,statistics,2,A1-A2-A1,2666,478,WITHIN_PAR,888.6666667,159.3333333,"[897, 1773]"
problem-1064.txt,sports,statistics,1,A1,5294,988,WITHIN_PAR,5294,988,[]
problem-1065.txt,sports,statistics,1,A1,2686,487,END_OF_PAR,2686,487,[]
problem-1066.txt,sports,statistics,1,A1,4372,778,END_OF_PAR,4372,778,[]
problem-1067.txt,sports,american-football,2,A1-A2,5395,998,RANDOM,2697.5,499,[3190]
problem-1068.txt,sports,american-football,1,A1,4804,930,WITHIN_PAR,4804,930,[]
problem-1069.txt,sports,american-football,3,A2-A1-A3-A1,5505,991,RANDOM,1376.25,247.75,"[2010, 2952, 4058]"
problem-1070.txt,sports,american-football,1,A1,4409,778,END_OF_PAR,4409,778,[]
problem-1071.txt,sports,american-football,2,A1-A2,4230,758,END_OF_PAR,2115,379,[2721]
problem-1072.txt,sports,american-football,1,A1,5521,982,RANDOM,5521,982,[]
problem-1073.txt,sports,american-football,1,A1,4783,872,RANDOM,4783,872,[]
problem-1074.txt,sports,american-football,1,A1,6135,1065,RANDOM,6135,1065,[]
problem-1075.txt,sports,american-football,1,A1,3108,531,END_OF_PAR,3108,531,[]
problem-1076.txt,sports,american-football,1,A1,2648,472,WITHIN_PAR,2648,472,[]
problem-1077.txt,sports,american-football,2,A1-A2-A1,3359,619,WITHIN_PAR,1119.666667,206.3333333,"[1078, 2399]"
